sampleID,Population,Timepoint,ExtractionBatch,ExtractionTube,Flagged?,Directory,FilenameStem
E2_MGX_116m15_day7_S1359,E2_15,7,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_116m15_day7_S1359
E2_MGX_116m15_day8_S1373,E2_15,8,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_116m15_day8_S1373
E2_MGX_116m15_daycecum_S1145,E2_15,100,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_116m15_daycecum_S1145
E2_MGX_116m15_daysmallint_S1144,E2_15,200,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_116m15_daysmallint_S1144
E2_MGX_Set1_day0_S1725,E2_6;E2_1,0,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_Set1_day0_S1725
E2_MGX_Set2_day0_S1737,E2_2;E2_7,0,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_Set2_day0_S1737
E2_MGX_Set3_day0_S1749,E2_8;E2_3,0,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_Set3_day0_S1749
E2_MGX_Set4_day0_S1761,E2_9;E2_4,0,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_Set4_day0_S1761
E2_MGX_Set5_day0_S1773,E2_5;E2_10,0,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_Set5_day0_S1773
E2_MGX_comm_day0_S1694,E2_12;E2_11;E2_15;E2_14;E2_13,0,NA,NA,0,/scratch/users/dpwong/kim_barcodes/E2_metagenomics/E2_MGX_SRA2/,E2_MGX_comm_day0_S1694
